title,published_at,url
PyConES 2021 - Keynote: Developing comunidad 2.0,2021-10-03T02:33:13Z,https://www.youtube.com/watch?v=QTyxTDAJoPk
PyConES 2021 - Charlas (Sábado - Bloque A),2021-10-02T12:25:46Z,https://www.youtube.com/watch?v=r7RiQ_PPJlU
PyConES 2021 - Charlas (Sábado - Bloque B),2021-10-02T12:16:22Z,https://www.youtube.com/watch?v=UTTDcxYnElI
PyConES 2021 - Apertura (Sábado),2021-10-02T07:07:32Z,https://www.youtube.com/watch?v=MOOzo8SoQhg
PyConES 2021 - Taller  Django Girls,2021-10-02T02:34:16Z,https://www.youtube.com/watch?v=Rat2egkxGm4
PyConES 2021 - Django Girls Charlas,2021-10-01T18:12:26Z,https://www.youtube.com/watch?v=zBSfcysdilQ
Introducción a los juegos con Python #pyjuegosalicante,2020-11-27T07:52:33Z,https://www.youtube.com/watch?v=gwXawPshSIQ
HacktoberfestES evento inaugural,2020-11-06T13:01:13Z,https://www.youtube.com/watch?v=bRemmaI9M34
Cierre #HacktoberfestES 2020,2020-11-02T04:53:44Z,https://www.youtube.com/watch?v=vbygRwJhgZQ
Tutorial intermedio de git - &quot;Oh no git!&quot; - #HacktoberfestES,2020-10-25T06:40:19Z,https://www.youtube.com/watch?v=fzMyDHK5jwo
Mesa redonda preparación laboral,2020-10-22T06:50:20Z,https://www.youtube.com/watch?v=7Oly98JFuCs
Una rebanada de Python - PyConES 2020 (audio mejorado),2020-10-15T17:07:25Z,https://www.youtube.com/watch?v=AiYPDhIfOo0
Python Serverless Microservices - PyConES 2020 (audio mejorado),2020-10-15T16:29:33Z,https://www.youtube.com/watch?v=tmXMGRzpHQc
Charla Johanna Sánchez. Taller PyLadies. 2 Octubre 2020,2020-10-08T15:42:10Z,https://www.youtube.com/watch?v=iYeI4jA3w0M
Charla Yamila Moreno. Taller PyLadies.  2 Octubre 2020,2020-10-08T15:42:13Z,https://www.youtube.com/watch?v=jE6WqAn2a-s
Charla Naomi Ceder. Cierre taller PyLadies. 2 Octubre 2020,2020-10-08T15:42:18Z,https://www.youtube.com/watch?v=JfTEamR6HGo
Clausura PyConES2020,2020-10-03T16:30:08Z,https://www.youtube.com/watch?v=MemK2vTUw9Q
